Country,Province/Territory,District/Agency,Region/Type,Date,Indicators,Values,Unit
Pakistan,Punjab,Vehari,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,11,Number
Pakistan,Punjab,Vehari,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,131,Number
Pakistan,Punjab,Vehari,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,151,Number
Pakistan,Punjab,Vehari,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,11,Number
Pakistan,Punjab,Vehari,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,148,Number
Pakistan,Punjab,Vehari,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,11,Number
Pakistan,Punjab,Vehari,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,11,Number
Pakistan,Punjab,Vehari,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,625,Number
Pakistan,Punjab,Vehari,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,47,Number
Pakistan,Punjab,Vehari,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,535,Number
Pakistan,Punjab,Vehari,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,43,Number
Pakistan,Punjab,Vehari,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,500,Number
Pakistan,Punjab,Vehari,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,34,Number
Pakistan,Punjab,Vehari,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,23947,Number
Pakistan,Punjab,Vehari,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,10416,Number
Pakistan,Punjab,Vehari,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,103372,Number
Pakistan,Punjab,Vehari,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,12796,Number
Pakistan,Punjab,Vehari,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,19,Number
Pakistan,Punjab,Vehari,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,193,Number
Pakistan,Punjab,Vehari,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,196,Number
Pakistan,Punjab,Vehari,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,19,Number
Pakistan,Punjab,Vehari,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,192,Number
Pakistan,Punjab,Vehari,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,19,Number
Pakistan,Punjab,Vehari,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,18,Number
Pakistan,Punjab,Vehari,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,501,Number
Pakistan,Punjab,Vehari,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,28,Number
Pakistan,Punjab,Vehari,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,430,Number
Pakistan,Punjab,Vehari,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,24,Number
Pakistan,Punjab,Vehari,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,495,Number
Pakistan,Punjab,Vehari,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,28,Number
Pakistan,Punjab,Vehari,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,347,Number
Pakistan,Punjab,Vehari,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,30,Number
Pakistan,Punjab,Vehari,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,340,Number
Pakistan,Punjab,Vehari,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,30,Number
Pakistan,Punjab,Vehari,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,324,Number
Pakistan,Punjab,Vehari,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,29,Number
Pakistan,Punjab,Vehari,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,1126,Number
Pakistan,Punjab,Vehari,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,75,Number
Pakistan,Punjab,Vehari,District,2010,Primary Schools with Electricity in Rural Areas by District,965,Number
Pakistan,Punjab,Vehari,District,2010,Primary Schools with Electricity in Urban Areas by District,67,Number
Pakistan,Punjab,Vehari,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,995,Number
Pakistan,Punjab,Vehari,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,62,Number
Pakistan,Punjab,Vehari,District,2010,Public Sector Universities by District (Including Sub-Campuses),1,Number
Pakistan,Punjab,Vehari,District,2010,Rural-Public Sector Educational Institutions,1538,Number
Pakistan,Punjab,Vehari,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,132337,Number
Pakistan,Punjab,Vehari,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,32588,Number
Pakistan,Punjab,Vehari,District,2010,Students in Primary Schools of Rural Areas by District,157215,Number
Pakistan,Punjab,Vehari,District,2010,Students in Primary Schools of Urban Areas by District,14518,Number
Pakistan,Punjab,Vehari,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,3955,Number
Pakistan,Punjab,Vehari,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,894,Number
Pakistan,Punjab,Vehari,District,2010,Teachers in Primary Schools of Rural Areas by District,2999,Number
Pakistan,Punjab,Vehari,District,2010,Teachers in Primary Schools of Urban Areas by District,379,Number
Pakistan,Punjab,Vehari,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,151,Number
Pakistan,Punjab,Vehari,District,2010,Total Boys Primary Schools in Rural Areas by District,678,Number
Pakistan,Punjab,Vehari,District,2010,Total Boys Primary Schools in Urban Areas by District,53,Number
Pakistan,Punjab,Vehari,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,196,Number
Pakistan,Punjab,Vehari,District,2010,Total Girls Primary Schools in Rural Areas by District,513,Number
Pakistan,Punjab,Vehari,District,2010,Total Girls Primary Schools in Urban Areas by District,30,Number
Pakistan,Punjab,Vehari,District,2010,Total Middle and Secondary Schools in Rural Areas by District,347,Number
Pakistan,Punjab,Vehari,District,2010,Total Middle and Secondary Schools in Urban Areas by District,30,Number
Pakistan,Punjab,Vehari,District,2010,Total Primary Schools in Rural Areas by District,1191,Number
Pakistan,Punjab,Vehari,District,2010,Total Primary Schools in Urban Areas by District,83,Number
Pakistan,Punjab,Vehari,District,2010,Total Universities by District (Including Sub-Campuses),1,Number
Pakistan,Punjab,Vehari,District,2010,Total-Public Sector Educational Institutions,1651,Number
Pakistan,Punjab,Vehari,District,2010,Urban-Public Sector Educational Institutions,113,Number
Pakistan,Sindh,Badin,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,16970,Number
Pakistan,Sindh,Badin,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,3915,Number
Pakistan,Sindh,Badin,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,78449,Number
Pakistan,Sindh,Badin,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,9745,Number
Pakistan,Sindh,Badin,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,7,Number
Pakistan,Sindh,Badin,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,21,Number
Pakistan,Sindh,Badin,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,25,Number
Pakistan,Sindh,Badin,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,5,Number
Pakistan,Sindh,Badin,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,12,Number
Pakistan,Sindh,Badin,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,3,Number
Pakistan,Sindh,Badin,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,5,Number
Pakistan,Sindh,Badin,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,175,Number
Pakistan,Sindh,Badin,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,18,Number
Pakistan,Sindh,Badin,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,36,Number
Pakistan,Sindh,Badin,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,3,Number
Pakistan,Sindh,Badin,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,230,Number
Pakistan,Sindh,Badin,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,22,Number
Pakistan,Sindh,Badin,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,4647,Number
Pakistan,Sindh,Badin,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,4217,Number
Pakistan,Sindh,Badin,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,52800,Number
Pakistan,Sindh,Badin,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,8351,Number
Pakistan,Sindh,Badin,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,12,Number
Pakistan,Sindh,Badin,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,5,Number
Pakistan,Sindh,Badin,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,14,Number
Pakistan,Sindh,Badin,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,7,Number
Pakistan,Sindh,Badin,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,7,Number
Pakistan,Sindh,Badin,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,4,Number
Pakistan,Sindh,Badin,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,9,Number
Pakistan,Sindh,Badin,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,77,Number
Pakistan,Sindh,Badin,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,21,Number
Pakistan,Sindh,Badin,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,10,Number
Pakistan,Sindh,Badin,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,8,Number
Pakistan,Sindh,Badin,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,196,Number
Pakistan,Sindh,Badin,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,34,Number
Pakistan,Sindh,Badin,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,72,Number
Pakistan,Sindh,Badin,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,14,Number
Pakistan,Sindh,Badin,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,44,Number
Pakistan,Sindh,Badin,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,9,Number
Pakistan,Sindh,Badin,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,101,Number
Pakistan,Sindh,Badin,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,18,Number
Pakistan,Sindh,Badin,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,827,Number
Pakistan,Sindh,Badin,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,86,Number
Pakistan,Sindh,Badin,District,2010,Primary Schools with Electricity in Rural Areas by District,97,Number
Pakistan,Sindh,Badin,District,2010,Primary Schools with Electricity in Urban Areas by District,29,Number
Pakistan,Sindh,Badin,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,1276,Number
Pakistan,Sindh,Badin,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,117,Number
Pakistan,Sindh,Badin,District,2010,Rural-Public Sector Educational Institutions,2954,Number
Pakistan,Sindh,Badin,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,21852,Number
Pakistan,Sindh,Badin,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,8122,Number
Pakistan,Sindh,Badin,District,2010,Students in Primary Schools of Rural Areas by District,131014,Number
Pakistan,Sindh,Badin,District,2010,Students in Primary Schools of Urban Areas by District,18106,Number
Pakistan,Sindh,Badin,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,825,Number
Pakistan,Sindh,Badin,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,331,Number
Pakistan,Sindh,Badin,District,2010,Teachers in Primary Schools of Rural Areas by District,4285,Number
Pakistan,Sindh,Badin,District,2010,Teachers in Primary Schools of Urban Areas by District,699,Number
Pakistan,Sindh,Badin,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,36,Number
Pakistan,Sindh,Badin,District,2010,Total Boys Primary Schools in Rural Areas by District,417,Number
Pakistan,Sindh,Badin,District,2010,Total Boys Primary Schools in Urban Areas by District,38,Number
Pakistan,Sindh,Badin,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,36,Number
Pakistan,Sindh,Badin,District,2010,Total Girls Primary Schools in Rural Areas by District,385,Number
Pakistan,Sindh,Badin,District,2010,Total Girls Primary Schools in Urban Areas by District,43,Number
Pakistan,Sindh,Badin,District,2010,Total Middle and Secondary Schools in Rural Areas by District,171,Number
Pakistan,Sindh,Badin,District,2010,Total Middle and Secondary Schools in Urban Areas by District,23,Number
Pakistan,Sindh,Badin,District,2010,Total Primary Schools in Rural Areas by District,2783,Number
Pakistan,Sindh,Badin,District,2010,Total Primary Schools in Urban Areas by District,198,Number
Pakistan,Sindh,Badin,District,2010,Total-Public Sector Educational Institutions,3175,Number
Pakistan,Sindh,Badin,District,2010,Urban-Public Sector Educational Institutions,221,Number
Pakistan,Sindh,Dadu,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,20490,Number
Pakistan,Sindh,Dadu,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,5276,Number
Pakistan,Sindh,Dadu,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,124735,Number
Pakistan,Sindh,Dadu,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,18096,Number
Pakistan,Sindh,Dadu,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,8,Number
Pakistan,Sindh,Dadu,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,29,Number
Pakistan,Sindh,Dadu,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,33,Number
Pakistan,Sindh,Dadu,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,6,Number
Pakistan,Sindh,Dadu,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,25,Number
Pakistan,Sindh,Dadu,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,7,Number
Pakistan,Sindh,Dadu,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,7,Number
Pakistan,Sindh,Dadu,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,200,Number
Pakistan,Sindh,Dadu,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,11,Number
Pakistan,Sindh,Dadu,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,107,Number
Pakistan,Sindh,Dadu,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,5,Number
Pakistan,Sindh,Dadu,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,254,Number
Pakistan,Sindh,Dadu,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,12,Number
Pakistan,Sindh,Dadu,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,7909,Number
Pakistan,Sindh,Dadu,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,4477,Number
Pakistan,Sindh,Dadu,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,65200,Number
Pakistan,Sindh,Dadu,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,14164,Number
Pakistan,Sindh,Dadu,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,9,Number
Pakistan,Sindh,Dadu,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,18,Number
Pakistan,Sindh,Dadu,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,18,Number
Pakistan,Sindh,Dadu,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,4,Number
Pakistan,Sindh,Dadu,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,11,Number
Pakistan,Sindh,Dadu,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,5,Number
Pakistan,Sindh,Dadu,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,6,Number
Pakistan,Sindh,Dadu,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,98,Number
Pakistan,Sindh,Dadu,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,19,Number
Pakistan,Sindh,Dadu,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,53,Number
Pakistan,Sindh,Dadu,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,11,Number
Pakistan,Sindh,Dadu,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,130,Number
Pakistan,Sindh,Dadu,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,18,Number
Pakistan,Sindh,Dadu,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,94,Number
Pakistan,Sindh,Dadu,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,13,Number
Pakistan,Sindh,Dadu,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,71,Number
Pakistan,Sindh,Dadu,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,12,Number
Pakistan,Sindh,Dadu,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,116,Number
Pakistan,Sindh,Dadu,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,16,Number
Pakistan,Sindh,Dadu,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,604,Number
Pakistan,Sindh,Dadu,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,71,Number
Pakistan,Sindh,Dadu,District,2010,Primary Schools with Electricity in Rural Areas by District,340,Number
Pakistan,Sindh,Dadu,District,2010,Primary Schools with Electricity in Urban Areas by District,49,Number
Pakistan,Sindh,Dadu,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,880,Number
Pakistan,Sindh,Dadu,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,80,Number
Pakistan,Sindh,Dadu,District,2010,Rural-Public Sector Educational Institutions,1985,Number
Pakistan,Sindh,Dadu,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,32670,Number
Pakistan,Sindh,Dadu,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,10101,Number
Pakistan,Sindh,Dadu,District,2010,Students in Primary Schools of Rural Areas by District,182664,Number
Pakistan,Sindh,Dadu,District,2010,Students in Primary Schools of Urban Areas by District,31912,Number
Pakistan,Sindh,Dadu,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,1309,Number
Pakistan,Sindh,Dadu,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,357,Number
Pakistan,Sindh,Dadu,District,2010,Teachers in Primary Schools of Rural Areas by District,4055,Number
Pakistan,Sindh,Dadu,District,2010,Teachers in Primary Schools of Urban Areas by District,1090,Number
Pakistan,Sindh,Dadu,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,38,Number
Pakistan,Sindh,Dadu,District,2010,Total Boys Primary Schools in Rural Areas by District,503,Number
Pakistan,Sindh,Dadu,District,2010,Total Boys Primary Schools in Urban Areas by District,20,Number
Pakistan,Sindh,Dadu,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,37,Number
Pakistan,Sindh,Dadu,District,2010,Total Girls Primary Schools in Rural Areas by District,323,Number
Pakistan,Sindh,Dadu,District,2010,Total Girls Primary Schools in Urban Areas by District,32,Number
Pakistan,Sindh,Dadu,District,2010,Total Middle and Secondary Schools in Rural Areas by District,154,Number
Pakistan,Sindh,Dadu,District,2010,Total Middle and Secondary Schools in Urban Areas by District,21,Number
Pakistan,Sindh,Dadu,District,2010,Total Primary Schools in Rural Areas by District,1831,Number
Pakistan,Sindh,Dadu,District,2010,Total Primary Schools in Urban Areas by District,132,Number
Pakistan,Sindh,Dadu,District,2010,Total-Public Sector Educational Institutions,2138,Number
Pakistan,Sindh,Dadu,District,2010,Urban-Public Sector Educational Institutions,153,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,21646,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,4111,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,118546,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,12365,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,3,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,44,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,45,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,3,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,25,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,3,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,3,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,492,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,15,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,102,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,5,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,497,Number
Pakistan,Sindh,Ghotki,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,13,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,4587,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,4437,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,60261,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,8552,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,8,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,9,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,11,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,8,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,3,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,6,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,8,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,118,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,16,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,31,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,11,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,121,Number
Pakistan,Sindh,Ghotki,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,14,Number
Pakistan,Sindh,Ghotki,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,85,Number
Pakistan,Sindh,Ghotki,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,13,Number
Pakistan,Sindh,Ghotki,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,45,Number
Pakistan,Sindh,Ghotki,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,9,Number
Pakistan,Sindh,Ghotki,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,84,Number
Pakistan,Sindh,Ghotki,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,13,Number
Pakistan,Sindh,Ghotki,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,941,Number
Pakistan,Sindh,Ghotki,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,62,Number
Pakistan,Sindh,Ghotki,District,2010,Primary Schools with Electricity in Rural Areas by District,173,Number
Pakistan,Sindh,Ghotki,District,2010,Primary Schools with Electricity in Urban Areas by District,27,Number
Pakistan,Sindh,Ghotki,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,938,Number
Pakistan,Sindh,Ghotki,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,59,Number
Pakistan,Sindh,Ghotki,District,2010,Rural-Public Sector Educational Institutions,1891,Number
Pakistan,Sindh,Ghotki,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,26911,Number
Pakistan,Sindh,Ghotki,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,8928,Number
Pakistan,Sindh,Ghotki,District,2010,Students in Primary Schools of Rural Areas by District,178129,Number
Pakistan,Sindh,Ghotki,District,2010,Students in Primary Schools of Urban Areas by District,20537,Number
Pakistan,Sindh,Ghotki,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,808,Number
Pakistan,Sindh,Ghotki,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,244,Number
Pakistan,Sindh,Ghotki,District,2010,Teachers in Primary Schools of Rural Areas by District,3456,Number
Pakistan,Sindh,Ghotki,District,2010,Teachers in Primary Schools of Urban Areas by District,480,Number
Pakistan,Sindh,Ghotki,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,61,Number
Pakistan,Sindh,Ghotki,District,2010,Total Boys Primary Schools in Rural Areas by District,931,Number
Pakistan,Sindh,Ghotki,District,2010,Total Boys Primary Schools in Urban Areas by District,29,Number
Pakistan,Sindh,Ghotki,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,20,Number
Pakistan,Sindh,Ghotki,District,2010,Total Girls Primary Schools in Rural Areas by District,209,Number
Pakistan,Sindh,Ghotki,District,2010,Total Girls Primary Schools in Urban Areas by District,16,Number
Pakistan,Sindh,Ghotki,District,2010,Total Middle and Secondary Schools in Rural Areas by District,122,Number
Pakistan,Sindh,Ghotki,District,2010,Total Middle and Secondary Schools in Urban Areas by District,13,Number
Pakistan,Sindh,Ghotki,District,2010,Total Primary Schools in Rural Areas by District,1769,Number
Pakistan,Sindh,Ghotki,District,2010,Total Primary Schools in Urban Areas by District,97,Number
Pakistan,Sindh,Ghotki,District,2010,Total-Public Sector Educational Institutions,2001,Number
Pakistan,Sindh,Ghotki,District,2010,Urban-Public Sector Educational Institutions,110,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,6369,Number
